证券代码,证券名称,华泰借入数量(股),华泰借入期限(天),华泰借入利率,华泰融出数量(股),华泰融出期限(天),华泰融出利率,成交量(股),成交额(元),最新收盘价(元),期间涨跌幅(%),融券余额(万元),融券卖出额(万元),融券偿还额(万元),融券净卖出额(万元),融券余额占流通市值(%),融券卖出额占成交额(%),融券标的纳入日期,证监会行业,Wind行业,申银万国行业,中信证券行业,上市板块,所属省份,所属城市,flag
601226,华电重工,500,7,3.0%,181700,3-28,6.0%,14400,97200.0,6.68,65.4037643819872,491.9359,4940.4991,4349.5021,590.997,0.0637602587033725,0.0773581945660883,2022-10-24,专业技术服务业,资本货物,专业工程,建筑施工,主板,北京,北京市,1
601228,广州港,0,,2.0%,857400,7-42,5.0%,0,0.0,3.38,2.80159675697419,250.12,59767.751,58177.1819,1590.5691,0.0113305463000636,1.36949403777405,,水上运输业,运输,航运港口,航运港口,主板,广东省,广州市,0
601229,上海银行,0,,2.0%,4061700,3-28,4.12%,0,0.0,6.08,-13.1256531484596,1131.5026,172027.2468,177841.1634,-5813.9166,0.0134393099209119,1.26974562933059,,货币金融服务,银行,城商行Ⅱ,区域性银行,主板,上海,上海市,0
601231,环旭电子,0,,2.0%,307500,3-42,5.0%,100,1429.0,14.34,-32.5448372144949,841.0467,52839.0147,52233.5424,605.4723,0.0268861129227755,0.330440107675338,,计算机、通信和其他电子设备制造业,技术硬件与设备,消费电子,消费电子,主板,上海,上海市,0
601233,桐昆股份,0,,2.0%,838100,7-42,4.0%,100,1398.0,14.14,-13.5634972563127,1450.303,148273.7269,151347.4099,-3073.683,0.0448375981768291,0.324892613700435,,化学纤维制造业,材料Ⅱ,炼化及贸易,石油化工,主板,浙江省,桐乡市,0
601236,红塔证券,274000,7/14/28,3.2%,34200,14/28,8.0%,54800,456484.0,8.48,-55.7269619952593,9301.4754,143062.6707,131099.2852,11963.3855,0.232546419099943,0.758914666051329,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,云南省,昆明市,1
601238,广汽集团,0,,2.0%,470500,3-28,6.0%,0,0.0,10.46,5.52431094143903,286.3289,313931.9732,311949.0827,1982.8905,0.0037344339060385,0.797390376013216,,汽车制造业,汽车与汽车零部件,乘用车,乘用车Ⅱ,主板,广东省,广州市,0
601288,农业银行,0,,2.0%,22225600,3-182,3.8%,100,345.0,3.49,31.0927804581318,2342.6684,311773.2897,323756.0263,-11982.7366,0.00210262760571498,0.504361791602684,,货币金融服务,银行,国有大型银行Ⅱ,国有大型银行Ⅱ,主板,北京,北京市,0
601298,青岛港,0,,2.0%,5296800,3-42,3.59%,0,0.0,6.38,16.1860076166542,261.9628,35759.375,35752.4755,6.8995,0.0076148792440758,0.73019722313559,,水上运输业,运输,航运港口,航运港口,主板,山东省,青岛市,0
601311,骆驼股份,0,,3.1%,108400,7/14/28,6.0%,3000,24810.0,8.27,4.47652859652121,402.2884,23296.8781,22744.7499,552.1282,0.0414648303135248,0.122909137987978,,电气机械和器材制造业,资本货物,电池,电源设备,主板,湖北省,襄阳市,0
601318,中国平安,100,7,2.0%,4224800,3-182,3.68%,0,0.0,47.52,-30.2939057497226,2670.5147,2101296.4383,2046689.1367,54607.3016,0.00522154485522035,0.760266056890734,,保险业,保险Ⅱ,保险Ⅱ,保险Ⅱ,主板,广东省,深圳市,1
601319,中国人保,0,,2.0%,200400,7/14/28,5.55%,0,0.0,6.01,-11.8464378159058,122.3636,24112.8542,24680.2251,-567.3709,0.000573557372629866,0.107351538819192,,保险业,保险Ⅱ,保险Ⅱ,保险Ⅱ,主板,北京,北京市,0
601326,秦港股份,0,,2.0%,307600,7/14/28,6.0%,0,0.0,3.35,24.4574994356018,45.2585,10057.3435,10094.3537,-37.0102,0.002839691530888,0.266000326957482,,水上运输业,运输,航运港口,航运港口,主板,河北省,秦皇岛市,0
601328,交通银行,0,,2.0%,35171200,3-182,4.64%,0,0.0,5.57,43.6752568936065,2343.9674,393759.8221,401453.7137,-7693.8916,0.0107212926533077,1.12633456481697,,货币金融服务,银行,国有大型银行Ⅱ,国有大型银行Ⅱ,主板,上海,上海市,0
601333,广深铁路,0,,2.0%,309400,7/14/28,5.0%,0,0.0,3.23,28.6852589641434,70.1233,44938.9974,47238.0406,-2299.0432,0.00384095712900928,0.548606411945526,,铁路运输业,运输,铁路公路,公路铁路,主板,广东省,深圳市,0
601336,新华保险,0,,2.0%,90100,3-28,6.0%,0,0.0,42.83,-23.3760101291825,4029.0181,160210.1163,158988.859,1221.2573,0.0451080010795231,0.399347886040568,,保险业,保险Ⅱ,保险Ⅱ,保险Ⅱ,主板,北京,北京市,0
601339,百隆东方,0,,2.0%,184100,3-28,5.0%,600,3420.0,5.65,80.8155156352307,17.063,1056.5351,1030.9471,25.588,0.00201333333333333,0.0191012755300908,,纺织业,耐用消费品与服装,纺织制造,纺织制造,主板,浙江省,宁波市,0
601360,三六零,0,,2.0%,2429800,4-28,6.0%,90000,999900.0,10.88,-41.4530305473506,6591.042,420518.2623,414310.2117,6208.0506,0.0847814568369222,0.474395666728118,,互联网和相关服务,软件与服务,软件开发,产业互联网,主板,天津,天津市,0
601369,陕鼓动力,55000,14,3.1%,121400,7/14/28,5.0%,0,0.0,8.14,27.1552722728475,353.3574,29055.6102,27047.8295,2007.7807,0.0260974786493632,0.227666025503,,电气机械和器材制造业,资本货物,通用设备,通用设备,主板,陕西省,西安市,1
601375,中原证券,560200,14/28,3.2%,1843600,3-182,8.0%,0,0.0,4.47,-22.5933800141767,6193.147,100178.1426,92815.9193,7362.2233,0.401880661880317,0.433220476432099,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,河南省,郑州市,1
601377,兴业证券,0,,2.0%,3404900,3-182,5.17%,30000,204600.0,6.96,-7.33832062642212,1839.3095,300015.5505,302411.668,-2396.1175,0.0306008563149976,0.461669188310367,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,福建省,福州市,0
601388,怡球资源,0,,2.0%,389000,3-28,6.0%,0,0.0,2.88,30.9867916113775,193.0464,12163.2187,11893.6134,269.6053,0.0305081070567863,0.0666796756204746,,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,工业金属,主板,江苏省,太仓市,0
601390,中国中铁,0,,2.0%,823900,7/14/28,5.58%,0,0.0,7.59,49.262642155097,1282.5066,218026.7386,217136.3793,890.3593,0.00829783070775377,0.401703460849664,,土木工程建筑业,资本货物,基础建设,建筑施工,主板,北京,北京市,0
601398,工商银行,0,,2.0%,17737200,3-182,4.12%,0,0.0,4.61,10.3120762183605,2489.9532,306402.9026,305822.6863,580.2163,0.0020033217149682,0.395488197138132,,货币金融服务,银行,国有大型银行Ⅱ,国有大型银行Ⅱ,主板,北京,北京市,0
601399,国机重装,0,,2.0%,593500,3-28,5.06%,0,0.0,3.17,-38.3268482490272,260.0259,8490.9274,8237.4889,253.4385,0.0113712431209566,0.143523589647953,2022-10-24,土木工程建筑业,资本货物,专用设备,专用机械,主板,四川省,德阳市,0
601456,国联证券,0,,2.0%,1450100,7-182,8.0%,62600,697990.0,11.42,-33.1393825086306,3371.0709,188670.3279,166593.0827,22077.2452,0.123555312979624,0.40298903152415,2021-07-12,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,江苏省,无锡市,0
601515,东风股份,0,,2.0%,304600,3-28,6.0%,0,0.0,4.3,-15.8731687160336,208.3974,7530.2816,7293.8862,236.3954,0.0262970899585795,0.127964396301413,,印刷和记录媒介复制业,商业和专业服务,包装印刷,包装印刷,主板,广东省,汕头市,0
601519,大智慧,1317000,14/28,3.2%,112600,7/14/28,8.0%,3300,27720.0,8.45,-19.9810606060606,1204.8264,22631.5518,21593.1254,1038.4264,0.0711539765526988,0.126804536411608,,其他金融业,多元金融,软件开发,产业互联网,主板,上海,上海市,1
601555,东吴证券,0,,2.0%,5327400,3-42,4.53%,0,0.0,8.9,-4.04662457838233,6526.5952,180249.974,179535.9503,714.0237,0.146445315056267,0.656801677173692,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,江苏省,苏州市,0
601566,九牧王,0,,2.0%,94800,7/14/28,6.0%,0,0.0,10.4,21.684215236928,18.616,1327.9293,1340.6608,-12.7315,0.00311500918449147,0.040350890940662,,纺织服装、服饰业,耐用消费品与服装,服装家纺,品牌服饰,主板,福建省,晋江市,0
601567,三星医疗,0,,2.0%,211900,3-28,4.58%,0,0.0,15.11,117.681494817329,254.8392,22859.1383,22660.9441,198.1942,0.0120907869394934,0.155533291622298,,仪器仪表制造业,资本货物,电网设备,电气设备,主板,浙江省,宁波市,0
601568,北元集团,0,,2.0%,523000,7-42,4.0%,47200,249688.0,5.29,-53.3838901488306,1330.4181,6991.8553,5610.7229,1381.1324,0.0987897284720613,0.121933147380532,2022-10-24,化学原料和化学制品制造业,材料Ⅱ,化学原料,化学原料,主板,陕西省,神木市,0
601577,长沙银行,0,,2.0%,25387900,3-182,3.59%,0,0.0,8.27,2.34363031061673,4652.6582,53902.6613,48604.0644,5298.5969,0.272099507332163,0.586197819978088,,货币金融服务,银行,城商行Ⅱ,区域性银行,主板,湖南省,长沙市,0
601579,会稽山,1500,14/28,3.2%,99900,7/14/28,6.0%,0,0.0,11.67,38.01966450897,101.529,10289.4375,10247.9209,41.5166,0.0181452845758246,0.0786124447253445,2022-10-24,酒、饮料和精制茶制造业,食品、饮料与烟草,非白酒,酒类,主板,浙江省,绍兴市,1
601588,北辰实业,0,,2.0%,411400,7/14/28,7.0%,0,0.0,2.38,-13.5169506772355,54.6289,5596.5573,5474.0153,122.542,0.00862906741644026,0.131332733836185,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,北京,北京市,0
601598,中国外运,0,,2.0%,818200,7-42,4.0%,0,0.0,4.9,61.4647564476078,661.3153,32902.248,33355.1804,-452.9324,0.025678166023592,0.259666826694664,,装卸搬运和运输代理业,运输,物流,航运港口,主板,北京,北京市,0
601600,中国铝业,0,,2.0%,1733000,3-28,6.0%,0,0.0,5.92,84.0136880269031,1612.2498,306956.9473,304735.7061,2221.2412,0.0208231206339615,0.376343136857143,,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,工业金属,主板,北京,北京市,0
601601,中国太保,0,,2.0%,1893000,3-182,3.85%,0,0.0,28.52,1.13477698770786,3165.72,402497.1454,486193.5745,-83696.4291,0.0162161180074256,0.556159327907809,,保险业,保险Ⅱ,保险Ⅱ,保险Ⅱ,主板,上海,上海市,0
601606,长城军工,1583400,7/14/28,3.2%,105500,7/14/28,8.0%,0,0.0,14.7,-17.3258308864173,1798.986,51402.9002,49436.4121,1966.4881,0.168979841166129,0.347555310268254,,其他制造业,资本货物,地面兵装Ⅱ,兵器兵装Ⅱ,主板,安徽省,合肥市,1
601607,上海医药,0,,2.0%,604100,3-182,5.0%,0,0.0,19.25,-4.59839056318292,674.52,137369.975,135027.5607,2342.4143,0.0181411854469667,0.537046778219137,,零售业,医疗保健设备与服务,医药商业,化学制药,主板,上海,上海市,0
601608,中信重工,0,,3.4%,45561400,3-182,5.0%,0,0.0,3.88,-1.52445865766038,380.046,104823.0565,104505.8652,317.1913,0.0225721446549323,1.0439892381393,,专用设备制造业,资本货物,专用设备,专用机械,主板,河南省,洛阳市,0
601611,中国核建,0,,2.0%,151600,7-42,5.0%,6700,51925.0,7.75,-11.8497581659784,712.535,58933.7632,60419.8957,-1486.1325,0.0315360901493897,0.383287658324004,,土木工程建筑业,资本货物,基础建设,建筑施工,主板,上海,上海市,0
601615,明阳智能,0,,2.0%,1579400,4-28,6.0%,0,0.0,16.52,11.077187906799,1459.542,423950.6448,441444.3697,-17493.7249,0.0418919532301335,0.571486726466435,,通用设备制造业,资本货物,风电设备,电源设备,主板,广东省,中山市,0
601618,中国中冶,0,,2.0%,3893200,7/14/28,4.0%,0,0.0,3.83,42.1108905359899,439.7989,185555.217,185430.5516,124.6654,0.00643210942363927,0.462088468607758,,土木工程建筑业,资本货物,专业工程,建筑施工,主板,北京,北京市,0
601619,嘉泽新能,340000,14/28,3.2%,245000,7/14/28,6.0%,0,0.0,4.12,24.4180482794013,603.1676,3920.8048,3311.94,608.8648,0.0604810315402969,0.0348399273618772,2022-10-24,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,宁夏回族自治区,吴忠市,1
601628,中国人寿,20000,7,3.0%,5900,7/14/28,5.57%,0,0.0,36.11,-13.0270042084822,2973.6549,234815.2333,239101.0791,-4285.8458,0.00395465611760469,0.565024249552188,,保险业,保险Ⅱ,保险Ⅱ,保险Ⅱ,主板,北京,北京市,1
601633,长城汽车,0,,2.0%,475000,3-28,5.54%,31500,803880.0,25.89,94.2187655137595,7437.1614,882420.0271,881603.9184,816.1087,0.0465928367857414,1.06449114140315,,汽车制造业,汽车与汽车零部件,乘用车,乘用车Ⅱ,主板,河北省,保定市,0
601636,旗滨集团,0,,2.0%,666400,7-42,5.0%,100,832.0,8.38,3.41874486109333,812.3949,196158.6879,192231.6785,3927.0094,0.0361261295342792,0.378095418230686,,非金属矿物制品业,材料Ⅱ,玻璃玻纤,结构材料,主板,湖南省,醴陵市,0
601658,邮储银行,1200,14,3.1%,5906000,7/14/28,4.85%,0,0.0,4.89,20.3287223382977,856.6791,50188.8489,49486.6542,702.1947,0.00261000817205641,0.0996165800527887,,货币金融服务,银行,国有大型银行Ⅱ,国有大型银行Ⅱ,主板,北京,北京市,1
601665,齐鲁银行,0,,2.0%,46015000,3-182,3.59%,0,0.0,4.1,-40.5502124352332,448.1538,5618.5627,5176.0795,442.4832,0.0471193250018161,0.0582699144646106,2022-10-24,货币金融服务,银行,城商行Ⅱ,区域性银行,主板,山东省,济南市,0
601666,平煤股份,0,,2.0%,515500,7-42,4.0%,0,0.0,7.73,48.4734413335975,851.8097,159343.6162,159906.6902,-563.074,0.0478780892002031,0.538504020191933,,煤炭开采和洗选业,能源Ⅱ,煤炭开采,煤炭开采洗选,主板,河南省,平顶山市,0
601668,中国建筑,0,,2.0%,4077100,3-28,4.0%,0,0.0,5.85,29.23084729878,1543.7559,251116.0199,251583.1898,-467.1699,0.00638643281441248,0.272231234548535,,土木工程建筑业,资本货物,房屋建设Ⅱ,建筑施工,主板,北京,北京市,0
601669,中国电建,0,,2.0%,3470200,7-182,6.18%,0,0.0,5.6,42.1834044215971,1417.752,576666.8659,565449.6599,11217.206,0.0193680525827824,0.705577907859036,,土木工程建筑业,资本货物,基础建设,建筑施工,主板,北京,北京市,0
601677,明泰铝业,775200,7/14/28,3.2%,1400,7/14/28,6.0%,0,0.0,14.1,78.9365708042983,2321.6708,32798.2879,30268.6488,2529.6391,0.169781293823127,0.1310692665917,2022-10-24,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,工业金属,主板,河南省,巩义市,1
601678,滨化股份,0,,2.0%,335300,7/14/28,4.21%,0,0.0,4.62,-3.70319036297456,388.408,58213.4458,60284.0547,-2070.6089,0.0408501038836867,0.244394559988123,,化学原料和化学制品制造业,材料Ⅱ,化学原料,化学原料,主板,山东省,滨州市,0
601689,拓普集团,0,,3.4%,84700,4-28,6.0%,0,0.0,67.05,72.8180361132406,2799.3576,328186.1653,333951.4482,-5765.2829,0.0378842732599219,0.70699401130034,,汽车制造业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,主板,浙江省,宁波市,0
601696,中银证券,800,14,3.1%,81000,7-42,7.0%,0,0.0,11.9,-59.6882502780771,10566.373,221088.5414,206000.971,15087.5704,0.319629411159712,0.580287730265742,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,上海,上海市,1
601698,中国卫通,1900,14,3.1%,43600,7/14/28,6.0%,31600,525508.0,16.52,-29.6089675899011,1418.2816,75148.0303,75549.2415,-401.2112,0.0203230502715388,0.295585783235737,,电信、广播电视和卫星传输服务,电信服务Ⅱ,航天装备Ⅱ,航空航天,主板,北京,北京市,1
601699,潞安环能,0,,2.0%,1362200,7/14/28,4.99%,400,6096.0,15.57,202.117231622123,5083.7763,429397.8214,427118.4657,2279.3557,0.109149561326074,1.06778240883004,,煤炭开采和洗选业,能源Ⅱ,煤炭开采,煤炭开采洗选,主板,山西省,长治市,0
601700,风范股份,0,,2.0%,196800,7/14/28,7.0%,0,0.0,4.99,-14.1204662127141,204.078,5198.6494,4938.5194,260.13,0.0358043448841473,0.0610812183595165,,金属制品业,资本货物,电网设备,电气设备,主板,江苏省,常熟市,0
601702,华峰铝业,5000,28,3.2%,89500,7/14/28,6.0%,17000,248370.0,14.34,175.709589830508,953.61,7181.7663,6171.7509,1010.0154,0.239268880653402,0.0451979836396535,2022-10-24,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,工业金属,主板,上海,上海市,1
601717,郑煤机,0,,2.0%,507500,7-42,4.0%,3000,34200.0,11.41,64.9357881011993,627.9071,102741.2076,104994.1793,-2252.9717,0.0360608002265848,0.419936686767949,,汽车制造业,资本货物,专用设备,专用机械,主板,河南省,郑州市,0
601718,际华集团,0,,2.0%,1270700,7-42,4.0%,33400,98864.0,2.95,-21.39034890042,286.1205,26790.8476,27823.6455,-1032.7979,0.0220851968774185,0.301436777388567,,纺织服装、服饰业,耐用消费品与服装,服装家纺,纺织制造,主板,北京,北京市,0
601727,上海电气,0,,2.0%,9999600,3-182,5.18%,0,0.0,4.52,-19.5306583894311,345.5088,207487.1659,221959.7997,-14472.6338,0.00604014415781645,1.14605327903176,,通用设备制造业,资本货物,其他电源设备Ⅱ,电源设备,主板,上海,上海市,0
601728,中国电信,0,,2.0%,5244000,3-28,5.15%,462700,2651271.0,5.62,0.584294926350252,1277.2984,325291.7148,324737.1573,554.5575,0.0116014476940604,0.626482756499287,2022-10-24,电信、广播电视和卫星传输服务,电信服务Ⅱ,通信服务,电信运营Ⅱ,主板,北京,北京市,0
601766,中国中车,0,,2.0%,657000,3-28,6.0%,0,0.0,6.15,15.3581588723879,1019.2653,177759.6302,177832.4101,-72.7799,0.00681254402042261,0.517496920188358,,铁路、船舶、航空航天和其他运输设备制造业,资本货物,轨交设备Ⅱ,运输设备,主板,北京,北京市,0
601777,力帆科技,123500,14,3.1%,381500,7-182,7.0%,23700,90534.0,3.84,-10.4895104895105,964.2524,39007.1413,36163.3292,2843.8121,0.111580970842868,0.560360553663801,2021-07-12,汽车制造业,汽车与汽车零部件,摩托车及其他,摩托车及其他Ⅱ,主板,重庆,重庆市,1
601778,晶科科技,1759000,7/14,3.1%,218200,7/14/28,5.0%,0,0.0,4.57,-37.8705732166891,11343.4136,32794.7977,19982.3094,12812.4883,0.857571604276245,0.152414302354121,2022-10-24,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,江西省,上饶市,1
601788,光大证券,0,,2.0%,203700,7/14/28,6.0%,0,0.0,17.67,-16.9651341470162,18585.8785,773316.2027,757094.8807,16221.322,0.269238158070176,1.06828570021499,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,上海,上海市,0
601789,宁波建工,199000,14,3.1%,212600,7/14/28,6.0%,0,0.0,4.64,-0.781299384592453,9.28,3316.0762,3296.3364,19.7398,0.00184026738569839,0.0201116796730109,,土木工程建筑业,资本货物,房屋建设Ⅱ,建筑施工,主板,浙江省,宁波市,1
601799,星宇股份,100,7,3.0%,78000,7/14/28,5.05%,35000,4707500.0,136.51,-14.7526221182469,4948.351,136597.2617,134940.7073,1656.5544,0.126886984719241,0.6880937075565,,汽车制造业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,主板,江苏省,常州市,1
601800,中国交建,0,,2.0%,340800,3-28,5.09%,25900,288267.0,10.98,43.7310214224934,3314.078,342869.7833,340566.7325,2303.0508,0.0256935854718268,0.842782963759479,,土木工程建筑业,资本货物,基础建设,建筑施工,主板,北京,北京市,0
601801,皖新传媒,0,,3.1%,999900,7/14/28,6.0%,1000,7750.0,7.71,42.1693574866024,187.4301,54088.6574,53274.8348,813.8226,0.0122209642616591,0.876407412903293,,新闻和出版业,媒体Ⅱ,出版,媒体,主板,安徽省,合肥市,0
601808,中海油服,0,,2.0%,67200,7/14/28,6.0%,0,0.0,15.04,16.038452355457,75.5008,60642.806,60651.3109,-8.5049,0.00169567784552983,0.540182197154539,,开采辅助活动,能源Ⅱ,油服工程,油服工程,主板,天津,天津市,0
601816,京沪高铁,0,,2.0%,21235900,7/14/28,5.55%,300,1605.0,5.37,-12.4746751540791,530.556,64002.756,63042.3007,960.4553,0.00201195424153552,0.268765083264898,,铁路运输业,运输,铁路公路,公路铁路,主板,北京,北京市,0
601818,光大银行,0,,2.0%,52944200,3-28,4.65%,0,0.0,3.06,-5.40065117815063,518.3334,244091.5464,245377.1844,-1285.638,0.00365011039762776,0.810356989434216,,货币金融服务,银行,股份制银行Ⅱ,全国性股份制银行Ⅱ,主板,北京,北京市,0
601825,沪农商行,17300,14/28,3.2%,169600,7/14/28,4.0%,0,0.0,5.81,-37.3152041121495,22.7752,2146.1066,2145.5618,0.5448,0.000848161107042552,0.0331144539853351,2022-10-24,货币金融服务,银行,农商行Ⅱ,区域性银行,主板,上海,上海市,1
601828,美凯龙,0,,2.0%,330800,7/14/28,4.0%,28500,139365.0,4.88,-48.75658044176,445.3976,23071.7454,21281.1202,1790.6252,0.0252584302509269,0.345706836265209,,商务服务业,零售业,一般零售,专业市场经营Ⅱ,主板,上海,上海市,0
601838,成都银行,0,,2.0%,73200,7/14/28,2.53%,200,2784.0,13.86,53.6633304830997,2742.657,274388.1751,275069.8022,-681.6271,0.0519951386132688,1.05978851246961,,货币金融服务,银行,城商行Ⅱ,区域性银行,主板,四川省,成都市,0
601857,中国石油,0,,2.0%,3849300,3-182,5.24%,2000,15200.0,7.68,99.2982034009565,2915.8656,152673.3766,152293.5814,379.7952,0.00234476981222257,0.247526808573993,,石油和天然气开采业,能源Ⅱ,炼化及贸易,石油开采Ⅱ,主板,北京,北京市,0
601858,中国科传,1400,28,3.0%,539500,4-28,8.0%,2800,76020.0,26.48,188.190645247323,2147.7849,9824.3434,7411.3923,2412.9511,0.102605568199407,0.0685201573430276,,新闻和出版业,媒体Ⅱ,出版,媒体,主板,北京,北京市,1
601860,紫金银行,0,,2.0%,123698700,3-182,4.9%,1062000,2962980.0,2.81,-29.8339385170811,1292.72,39337.6152,38684.517,653.0982,0.131148713147076,0.507926980240596,,货币金融服务,银行,农商行Ⅱ,区域性银行,主板,江苏省,南京市,0
601865,福莱特,1125300,14,3.1%,31500,7/14/28,6.0%,300,9621.0,32.2,45.8134097256412,28226.3171,243388.9976,211679.3576,31709.64,0.517556954812919,0.639229857392339,,非金属矿物制品业,材料Ⅱ,光伏设备,电源设备,主板,浙江省,嘉兴市,1
601866,中远海发,0,,2.0%,1524800,3-182,4.0%,17900,44571.0,2.47,30.4752172507559,2400.9388,72370.5553,72056.1675,314.3878,0.118042950916685,0.408854392696909,,水上运输业,运输,航运港口,航运港口,主板,上海,上海市,0
601868,中国能建,0,,2.0%,659700,7/14/28,5.35%,48000,113760.0,2.36,-12.3042021818182,1802.5777,79960.0221,77897.1394,2062.8827,0.0537039239551846,0.186909826864105,2022-10-24,土木工程建筑业,资本货物,基础建设,建筑施工,主板,北京,北京市,0
601869,长飞光纤,0,,2.0%,71600,7-42,5.0%,0,0.0,32.12,6.0527306943922,588.1172,48851.0156,48905.4058,-54.3902,0.0450609735019967,0.587734585659066,,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,通信设备,主板,湖北省,武汉市,0
601872,招商轮船,12400,14,3.1%,163200,7/14/28,5.6%,0,0.0,6.28,21.1471088218467,289.5457,152185.1051,153647.2036,-1462.0985,0.00566159557691229,0.571794467781155,,水上运输业,运输,航运港口,航运港口,主板,上海,上海市,1
601877,正泰电器,0,,2.0%,183400,3-28,5.0%,0,0.0,25.75,-14.8757209703587,581.6925,286710.0959,296825.815,-10115.7191,0.010507106001138,0.5289766427351,,电气机械和器材制造业,资本货物,电网设备,电气设备,主板,浙江省,乐清市,0
601878,浙商证券,0,,2.0%,1363600,4-28,6.0%,42500,450925.0,10.83,-25.9956092508262,3019.5026,472067.9371,469211.4222,2856.5149,0.0718915511746748,1.0401896396824,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,浙江省,杭州市,0
601880,辽港股份,0,,2.0%,227941500,7-182,5.0%,62200,101386.0,1.62,-15.8400718704631,2097.8208,78141.2175,74645.205,3496.0125,0.0687766651723194,0.913708707971553,,水上运输业,运输,航运港口,航运港口,主板,辽宁省,大连市,0
601881,中国银河,5419800,7-182,2.0%,5647200,3-182,8.0%,633800,7687994.0,12.4,1.86317449539732,37302.264,281248.9086,235815.3204,45433.5882,0.438452875777175,0.922532516597936,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,北京,北京市,1
601882,海天精工,0,,2.0%,45100,7/14/28,6.0%,0,0.0,28.54,112.933129806417,136.1244,10156.4743,10017.7269,138.7474,0.00913716582493617,0.121746029081704,2022-10-24,通用设备制造业,资本货物,通用设备,通用设备,主板,浙江省,宁波市,0
601886,江河集团,0,,2.0%,163400,3-28,6.0%,0,0.0,8.79,55.2173663842518,60.1667,18204.2082,18297.0915,-92.8833,0.00604138645538177,0.30976663453202,,建筑装饰和其他建筑业,资本货物,装修装饰Ⅱ,建筑装修Ⅱ,主板,北京,北京市,0
601888,中国中免,0,,2.0%,130800,3-28,6.0%,1500,173865.0,114.09,-40.1325129366914,3418.3075,822796.398,832207.1835,-9410.7855,0.0153453905147734,0.418907534897934,,商务服务业,消费者服务Ⅱ,旅游零售Ⅱ,旅游及休闲,主板,北京,北京市,0
601890,亚星锚链,0,,2.0%,346500,3-28,6.0%,15000,150300.0,9.87,46.6848707499129,185.5708,23784.4388,23715.0421,69.3967,0.0195971435203402,0.119665609287928,,铁路、船舶、航空航天和其他运输设备制造业,资本货物,航海装备Ⅱ,运输设备,主板,江苏省,靖江市,0
601898,中煤能源,0,,2.0%,279600,3-182,5.0%,0,0.0,8.15,118.086763085623,636.0562,136904.6201,135899.6894,1004.9307,0.0085275024159169,0.588786623983671,,煤炭开采和洗选业,能源Ⅱ,煤炭开采,煤炭开采洗选,主板,北京,北京市,0
601899,紫金矿业,0,,2.0%,11683500,3-28,6.0%,80000,959200.0,12.08,100.745367940585,2970.3077,746369.623,739871.78,6497.843,0.0119796742622585,0.393217789569317,,有色金属矿采选业,材料Ⅱ,工业金属,贵金属,主板,福建省,龙岩市,0
601900,南方传媒,706400,7/14/28,3.0%,56000,7/14/28,8.0%,4200,72744.0,17.29,105.79259644339,7.4347,1319.5692,1578.529,-258.9598,0.00047997683645182,0.0148709644589178,,新闻和出版业,媒体Ⅱ,出版,媒体,主板,广东省,广州市,1
601901,方正证券,0,,2.0%,58845400,3-182,4.21%,90000,666900.0,7.5,-14.614810394629,4407.231,299138.7161,300118.0238,-979.3077,0.071382842825152,1.10930960322811,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,湖南省,长沙市,0
601908,京运通,0,,2.0%,281600,3-28,6.0%,4000,20080.0,5.02,4.86110245210526,1360.4476,189022.9134,186897.1713,2125.7421,0.112236054377792,0.501794270060228,,专用设备制造业,半导体与半导体生产设备,电力,电源设备,主板,北京,北京市,0
601916,浙商银行,0,,2.0%,450000000,3-182,3.59%,0,0.0,2.65,-24.7709001022844,409.584,132608.6805,131420.4423,1188.2382,0.00717401004442346,1.21148510135308,2021-07-12,货币金融服务,银行,股份制银行Ⅱ,全国性股份制银行Ⅱ,主板,浙江省,杭州市,0
601918,新集能源,0,,2.0%,792200,7/14/28,5.0%,23900,100619.0,4.22,64.2065411029657,169.7613,61152.9251,60661.376,491.5491,0.0155287192079011,0.325580989962351,,煤炭开采和洗选业,能源Ⅱ,煤炭开采,煤炭开采洗选,主板,安徽省,淮南市,0
