日期,最新收盘价(元),期间涨跌幅(%),融券余额(万元),融券卖出额(万元),融券净卖出额(万元),融券余额占流通市值(%),融券卖出额占成交额(%)
2020-08-21,14.45,-0.96,"64,969.13","6,511.77","5,461.13",0.23,3.64
2020-08-24,14.46,0.07,"64,624.39",932.53,-392.19,0.23,0.70
2020-08-25,14.60,0.97,"67,552.79","2,371.24","2,298.94",0.24,2.17
2020-08-26,14.37,-1.58,"68,213.14","4,176.27","1,728.37",0.24,3.95
2020-08-27,14.46,0.63,"70,493.26","2,400.45","1,831.35",0.25,2.68
2020-08-28,15.13,4.63,"76,714.43","3,263.83","2,916.08",0.26,0.91
2020-08-31,15.08,-0.33,"80,142.55","4,546.95","3,749.94",0.27,1.65
2020-09-01,15.14,0.40,"82,848.24","3,484.35","2,380.02",0.28,2.84
2020-09-02,15.32,1.19,"86,442.07","2,944.58","2,612.04",0.29,1.14
2020-09-03,14.90,-2.74,"85,417.30","2,277.91","1,353.74",0.30,1.19
2020-09-04,14.96,0.40,"86,369.54","1,950.24",604.86,0.30,1.44
2020-09-07,14.94,-0.13,"86,081.52",335.41,-173.80,0.30,0.22
2020-09-08,15.43,3.28,"90,049.56","1,820.89","1,135.42",0.30,0.85
2020-09-09,15.21,-1.43,"88,602.35",801.56,-164.59,0.30,0.52
2020-09-10,15.34,0.85,"90,224.35",992.25,865.44,0.30,0.68
2020-09-11,15.01,-2.15,"90,212.95","2,471.65","1,928.91",0.31,1.73
2020-09-14,15.30,1.93,"92,192.57","1,073.06",330.21,0.31,1.04
2020-09-15,15.35,0.33,"92,357.59",856.70,-234.23,0.31,0.85
2020-09-16,15.44,0.59,"102,572.95","9,809.38","9,667.43",0.34,8.80
2020-09-17,15.57,0.84,"105,293.90","2,142.01","1,863.07",0.35,1.39
2020-09-18,16.07,3.21,"108,492.01",191.41,-181.54,0.35,0.09
2020-09-21,15.86,-1.31,"105,965.97",679.78,"-1,105.99",0.34,0.48
2020-09-22,15.57,-1.83,"109,361.89","5,556.09","5,347.08",0.36,4.10
2020-09-23,15.63,0.39,"112,458.47","2,804.36","2,684.32",0.37,2.98
2020-09-24,15.12,-3.26,"109,528.45","2,389.68",748.27,0.37,1.47
2020-09-25,15.19,0.46,"109,277.55","2,920.26",-758.17,0.37,3.13
2020-09-28,15.31,0.79,"115,843.13","7,917.87","5,670.33",0.39,8.49
2020-09-29,14.80,-3.33,"111,402.42","3,200.67",-587.43,0.39,1.81
2020-09-30,15.17,2.50,"116,567.79","2,937.88","2,370.33",0.40,1.60
2020-10-09,15.18,0.07,"116,912.71",436.61,270.07,0.40,0.32
2020-10-12,15.90,4.74,"122,996.28",786.05,533.78,0.40,0.31
2020-10-13,16.06,1.01,"129,256.13","5,856.17","5,002.96",0.41,4.03
2020-10-14,16.03,-0.19,"131,339.37","2,671.02","2,315.60",0.42,2.52
2020-10-15,16.56,3.31,"141,741.00","6,337.27","6,069.85",0.44,2.39
2020-10-16,17.10,3.26,"146,594.86",392.73,232.25,0.44,0.11
2020-10-19,17.48,2.22,"147,372.99",179.62,"-2,512.74",0.43,0.05
2020-10-20,17.54,0.34,"150,422.75","6,232.45","2,527.60",0.44,3.72
2020-10-21,17.91,2.11,"154,898.15","4,019.55","1,287.70",0.45,1.82
2020-10-22,17.56,-1.95,"153,870.87","3,715.43","2,013.21",0.45,1.11
2020-10-23,18.13,3.25,"158,337.29",255.25,-532.75,0.45,0.08
2020-10-26,17.70,-2.37,"158,201.81","4,018.20","3,628.57",0.46,1.93
2020-10-27,17.76,0.34,"158,652.67","3,910.39",-85.47,0.46,2.13
2020-10-28,17.63,-0.73,"163,508.41","8,470.44","6,016.30",0.48,3.98
2020-10-29,17.77,0.79,"169,036.27","4,511.62","4,211.52",0.49,3.01
2020-10-30,17.75,-0.11,"170,969.98","2,723.72","2,152.71",0.50,1.50
2020-11-02,17.63,-0.68,"170,400.47","1,032.38",584.74,0.50,0.61
2020-11-03,17.96,1.87,"176,381.10","2,871.39","2,802.67",0.51,1.66
2020-11-04,18.32,2.00,"181,754.87","2,063.67","1,830.37",0.51,0.91
2020-11-05,17.70,-3.38,"173,121.13",195.27,"-2,510.51",0.50,0.08
2020-11-06,17.64,-0.34,"166,792.88",969.53,"-5,700.15",0.49,0.65
2020-11-09,17.84,1.13,"174,689.03","6,235.24","5,974.89",0.50,3.69
2020-11-10,18.11,1.51,"178,422.09","1,213.28","1,092.16",0.51,0.65
2020-11-11,17.81,-1.66,"176,097.81","1,902.80",632.66,0.51,1.13
2020-11-12,17.66,-0.84,"174,825.36",393.52,210.90,0.51,0.33
2020-11-13,17.18,-2.72,"172,934.82","3,241.75","2,831.08",0.52,1.48
2020-11-16,17.37,1.11,"176,807.06","2,090.06","1,942.34",0.52,1.60
2020-11-17,17.83,2.65,"182,871.02","1,849.97","1,371.45",0.53,1.23
2020-11-18,18.46,3.53,"192,344.10","3,205.11","2,979.89",0.54,1.28
2020-11-19,18.85,2.11,"192,043.56",212.11,"-4,338.05",0.52,0.09
2020-11-20,18.86,0.05,"193,619.35","1,593.97","1,467.24",0.53,1.26
2020-11-23,19.62,4.03,"199,318.94",256.17,"-2,070.39",0.52,0.11
2020-11-24,19.36,-1.33,"196,490.98",101.05,-186.61,0.52,0.08
2020-11-25,19.06,-1.55,"194,811.98","1,723.49","1,385.41",0.53,1.61
2020-11-26,19.50,2.31,"199,335.73",168.47,26.37,0.53,0.14
2020-11-27,19.70,1.03,"204,886.21","3,866.71","3,493.01",0.54,2.61
2020-11-30,19.74,0.20,"203,084.58",231.46,"-2,282.94",0.53,0.07
2020-12-01,20.05,1.57,"209,229.99","5,504.99","2,935.44",0.54,2.19
2020-12-02,19.63,-2.09,"208,047.24","4,271.57","3,223.54",0.55,2.43
2020-12-03,19.54,-0.46,"209,129.24","3,068.75","2,031.55",0.55,2.20
2020-12-04,19.30,-1.23,"206,589.21","2,207.38",28.39,0.55,1.29
2020-12-07,18.91,-2.02,"200,660.71",165.36,"-1,756.88",0.55,0.10
2020-12-08,18.71,-1.06,"193,046.65","3,127.85","-5,489.71",0.53,2.32
2020-12-09,18.71,0.00,"194,457.50","1,548.97","1,422.44",0.54,1.21
2020-12-10,18.65,-0.32,"193,454.57",207.81,-378.42,0.53,0.18
2020-12-11,18.52,-0.70,"192,870.27","1,030.43",763.35,0.54,0.63
2020-12-14,18.88,1.94,"200,491.28","4,033.69","3,864.66",0.55,2.56
2020-12-15,18.74,-0.74,"200,603.78","3,136.23","1,577.50",0.55,2.15
2020-12-16,19.01,1.44,"208,217.50","4,864.52","4,695.40",0.56,3.74
2020-12-17,18.95,-0.32,"203,932.99",136.10,"-3,611.76",0.55,0.11
2020-12-18,18.36,-3.11,"190,944.21","1,825.65","-6,693.68",0.54,0.93
2020-12-21,18.28,-0.44,"189,372.05",350.73,-742.33,0.53,0.21
2020-12-22,17.90,-2.08,"184,212.15",540.93,"-1,244.68",0.53,0.29
2020-12-23,18.00,0.56,"186,045.69","1,507.68",801.74,0.53,1.12
2020-12-24,18.26,1.44,"188,785.24",340.55,52.23,0.53,0.29
2020-12-25,18.04,-1.20,"186,988.24",818.52,476.18,0.53,0.79
2020-12-28,18.85,4.49,"195,260.02",898.33,-121.88,0.53,0.38
2020-12-29,19.17,1.70,"198,149.20",303.43,-423.66,0.53,0.17
2020-12-30,19.20,0.16,"201,518.78","3,539.24","3,019.38",0.54,1.91
2020-12-31,19.34,0.73,"202,948.21",382.36,-39.84,0.54,0.21
2021-01-04,18.60,-3.83,"191,549.94",334.86,"-3,633.99",0.53,0.12
2021-01-05,18.17,-2.31,"184,812.80",270.69,"-2,291.53",0.52,0.08
2021-01-06,19.56,7.65,"198,438.02",963.92,-494.45,0.52,0.26
2021-01-07,19.90,1.74,"203,658.12","5,470.10","1,749.17",0.53,1.76
2021-01-08,19.85,-0.25,"205,779.34","3,174.98","2,603.95",0.53,1.35
2021-01-11,20.38,2.67,"202,156.92",789.48,"-9,125.76",0.51,0.22
2021-01-12,21.00,3.04,"207,779.23","1,236.47",-518.45,0.51,0.47
2021-01-13,20.70,-1.43,"203,402.22",520.72,"-1,402.36",0.51,0.24
2021-01-14,20.17,-2.56,"203,325.43","6,491.36","5,191.60",0.52,2.81
2021-01-15,21.00,4.12,"211,388.11","7,836.35",-310.15,0.52,1.48
2021-01-18,22.70,8.10,"233,267.58","5,568.97","4,665.70",0.53,1.16
2021-01-19,22.34,-1.59,"211,518.31","3,034.64","-18,148.95",0.49,1.09
2021-01-20,22.47,0.58,"215,978.40","4,624.94","3,241.92",0.50,1.60
2021-01-21,22.23,-1.07,"213,532.40",865.30,-140.09,0.49,0.41
2021-01-22,22.03,-0.90,"205,504.97",436.31,"-6,074.24",0.48,0.22
2021-01-25,22.49,2.09,"213,958.91","5,050.09","4,084.10",0.49,2.23
2021-01-26,22.37,-0.53,"215,609.78","5,780.12","2,834.71",0.50,2.26
2021-01-27,23.08,3.17,"227,821.37","5,768.15","5,350.20",0.51,1.94
2021-01-28,22.81,-1.17,"220,877.02",838.91,"-4,263.83",0.50,0.43
2021-01-29,23.09,1.23,"225,876.33","7,259.17","2,288.26",0.50,2.53
2021-02-01,24.55,6.32,"227,202.94",568.47,"-12,626.08",0.48,0.16
2021-02-02,23.28,-5.17,"211,639.63","3,787.15","-3,846.64",0.47,0.67
2021-02-03,24.95,7.17,"233,949.24","8,861.88","6,966.56",0.48,1.89
2021-02-04,24.60,-1.40,"225,998.50","1,101.62","-4,663.81",0.47,0.36
2021-02-05,24.93,1.34,"226,152.02","1,271.33","-2,862.22",0.47,0.50
2021-02-08,24.80,-0.52,"223,699.25","1,126.14","-1,255.47",0.46,0.42
2021-02-09,24.58,-0.89,"210,710.01","1,117.40","-10,944.52",0.44,0.49
2021-02-10,23.82,-3.09,"193,413.89","3,839.66","-10,778.73",0.42,0.84
2021-02-18,24.30,2.02,"201,176.30","5,921.18","3,824.41",0.43,1.64
2021-02-19,23.85,-1.85,"199,137.96","2,306.93","1,685.00",0.43,1.05
2021-02-22,22.38,-6.16,"182,141.46",738.61,"-4,794.20",0.42,0.17
2021-02-23,21.93,-2.01,"179,278.58","4,509.58",810.96,0.42,1.08
2021-02-24,22.16,1.05,"183,058.63","3,923.50","1,886.98",0.43,1.25
2021-02-25,22.09,-0.32,"183,234.87","1,228.22",755.52,0.43,0.35
2021-02-26,21.38,-3.21,"177,730.77","1,297.31",388.41,0.43,0.54
2021-03-01,21.45,0.33,"180,121.80","8,341.62","1,804.71",0.43,3.46
2021-03-02,21.65,0.93,"191,706.13","10,505.52","9,925.28",0.46,3.29
2021-03-03,23.01,6.28,"209,436.72","6,383.37","5,563.09",0.47,1.48
2021-03-04,22.92,-0.39,"209,741.76","2,141.83","1,131.59",0.47,0.77
2021-03-05,22.34,-2.53,"200,837.06","2,157.40","-3,586.37",0.46,1.10
2021-03-08,21.60,-3.31,"196,715.54","3,209.19","2,581.37",0.47,1.47
2021-03-09,20.85,-3.47,"186,808.23","1,268.84","-3,123.92",0.46,0.44
2021-03-10,20.40,-2.16,"190,105.88","7,879.36","7,365.04",0.48,3.34
2021-03-11,21.27,4.26,"200,387.34","2,766.33","2,157.06",0.49,1.25
2021-03-12,21.48,0.99,"204,398.04","2,395.67","2,027.69",0.49,1.60
2021-03-15,21.60,0.56,"208,030.16","3,064.69","2,498.75",0.50,1.47
2021-03-16,21.66,0.28,"201,243.64",951.72,"-7,375.65",0.48,0.47
2021-03-17,21.20,-2.12,"192,828.51",578.91,"-4,133.24",0.47,0.33
2021-03-18,21.73,2.50,"195,023.24",649.64,"-2,592.67",0.46,0.44
2021-03-19,20.47,-5.80,"187,614.00","5,170.80","3,944.30",0.47,1.64
2021-03-22,21.55,5.28,"199,508.24","4,222.38","1,970.32",0.48,1.37
2021-03-23,21.23,-1.48,"198,507.13","4,146.31","1,959.05",0.48,2.86
2021-03-24,20.53,-3.30,"193,529.17","2,448.73","1,578.45",0.49,1.39
2021-03-25,20.75,1.07,"194,196.81","1,754.72","-1,399.19",0.48,1.73
2021-03-26,21.14,1.88,"199,554.25","2,586.07","1,703.03",0.49,1.49
2021-03-29,21.49,1.66,"203,103.55",617.66,244.83,0.49,0.37
2021-03-30,21.93,2.05,"205,965.08","1,068.93","-1,282.02",0.48,0.67
2021-03-31,22.01,0.36,"204,958.78","2,450.47","-1,747.05",0.48,1.44
2021-04-01,21.78,-1.04,"202,813.30","1,805.43",-3.70,0.48,1.53
2021-04-02,21.50,-1.29,"200,756.84","2,103.73",550.91,0.48,1.68
2021-04-06,21.68,0.84,"200,213.45",465.11,"-2,233.86",0.48,0.53
2021-04-07,21.64,-0.18,"199,861.92",344.57,17.81,0.48,0.31
2021-04-08,21.56,-0.37,"198,853.77",364.08,-269.08,0.48,0.44
2021-04-09,21.30,-1.21,"196,808.87",664.20,353.19,0.48,0.78
2021-04-12,20.70,-2.82,"189,015.67",352.79,"-2,265.64",0.47,0.28
2021-04-13,20.78,0.39,"187,582.88","1,008.32","-2,159.51",0.47,0.97
2021-04-14,20.67,-0.53,"188,970.06","3,881.56","2,384.68",0.47,3.49
2021-04-15,20.36,-1.50,"185,084.33","1,219.80","-1,048.68",0.47,0.82
2021-04-16,20.26,-0.49,"181,379.74",988.74,"-2,771.96",0.46,0.67
2021-04-19,21.15,4.39,"181,613.36","1,467.82","-7,574.89",0.44,0.64
2021-04-20,21.69,2.55,"184,960.30","1,585.26","-1,281.18",0.44,0.88
2021-04-21,23.01,6.09,"195,402.38",700.57,-807.42,0.44,0.19
2021-04-22,22.98,-0.13,"194,173.53","1,262.49",-973.36,0.44,0.66
2021-04-23,23.29,1.35,"197,654.66","1,313.82",863.13,0.44,0.68
2021-04-26,22.94,-1.50,"191,935.03",875.86,"-2,798.46",0.43,0.43
2021-04-27,22.94,0.00,"193,424.90","1,928.96","1,495.22",0.43,1.78
2021-04-28,23.35,1.79,"196,894.53",390.66,12.50,0.43,0.28
2021-04-29,23.59,1.03,"199,889.25","1,225.70",963.88,0.44,0.85
2021-04-30,23.29,-1.27,"199,167.32","3,317.34","1,819.17",0.44,2.54
2021-05-06,23.50,0.90,"199,968.21","3,700.95",-993.68,0.44,3.15
2021-05-07,24.05,2.34,"206,446.34","2,254.49","1,797.83",0.44,1.17
2021-05-10,23.86,-0.79,"206,332.15","3,892.76","1,505.89",0.45,2.48
2021-05-11,23.53,-1.38,"205,367.70","2,395.09","1,876.15",0.45,2.06
2021-05-12,23.55,0.08,"208,924.74","4,854.64","3,354.69",0.46,3.90
2021-05-13,23.07,-2.04,"202,374.45",525.99,"-2,299.00",0.45,0.41
2021-05-14,23.32,1.88,"206,836.50","2,509.93","2,243.99",0.46,1.93
2021-05-17,23.60,1.20,"206,281.65","2,324.28","-3,029.90",0.45,1.87
2021-05-18,23.90,1.27,"209,089.81",429.71,184.91,0.45,0.46
2021-05-19,23.60,-1.26,"207,333.97","1,221.34",876.54,0.45,1.19
2021-05-20,23.82,0.93,"210,018.66",998.09,744.83,0.45,1.04
2021-05-21,23.49,-1.39,"205,873.39",226.46,"-1,231.94",0.45,0.18
2021-05-24,23.48,-0.04,"204,354.37",733.35,"-1,428.77",0.45,0.91
2021-05-25,24.60,4.77,"216,080.93","4,285.32","1,954.92",0.45,1.81
2021-05-26,25.01,1.67,"221,589.30","2,442.09","1,896.61",0.46,1.07
2021-05-27,24.79,-0.88,"215,901.30","1,165.37","-3,730.03",0.45,0.93
2021-05-28,24.50,-1.17,"215,337.17","3,048.12","1,952.02",0.45,2.54
2021-05-31,24.20,-1.22,"212,665.97","1,187.59",-34.33,0.45,0.95
2021-06-01,23.92,-1.16,"210,599.42","1,118.74",392.84,0.45,0.75
2021-06-02,23.89,-0.13,"209,597.53",323.99,-730.32,0.45,0.28
2021-06-03,23.77,-0.50,"205,640.33","1,915.63","-2,922.48",0.45,2.00
2021-06-04,24.54,3.24,"214,040.98","2,084.53","1,733.93",0.45,1.13
2021-06-07,24.30,-0.98,"212,399.55","1,020.26",449.10,0.45,0.94
2021-06-08,24.53,0.95,"213,621.45",464.71,-780.42,0.45,0.34
2021-06-09,24.65,0.49,"217,457.27","3,093.22","2,785.99",0.45,2.77
2021-06-10,24.20,-1.83,"211,932.61","1,603.65","-1,569.21",0.45,1.24
2021-06-11,23.37,-3.43,"204,623.91",987.63,-40.24,0.45,0.50
2021-06-15,23.22,-0.64,"203,469.58","1,840.12",158.06,0.45,1.21
2021-06-16,23.26,0.17,"208,886.48","5,307.78","5,059.25",0.46,6.04
2021-06-17,23.10,-0.69,"211,005.82","4,049.70","3,597.11",0.47,3.82
2021-06-18,22.65,-1.95,"206,915.25","3,790.61",19.96,0.47,2.41
2021-06-21,22.16,-2.16,"202,271.63","1,400.13",-168.19,0.47,0.88
2021-06-22,22.97,3.66,"210,362.11","1,500.73",688.76,0.47,0.87
2021-06-23,23.14,0.74,"209,459.93","1,085.77","-2,457.58",0.47,1.05
2021-06-24,23.08,-0.26,"211,463.00","3,543.09","2,528.45",0.47,3.96
2021-06-25,23.36,1.21,"213,822.14",860.15,-206.61,0.47,0.66
2021-06-28,22.78,-2.48,"208,087.90",82.18,-425.03,0.47,0.06
2021-06-29,22.34,-1.93,"203,858.42",330.18,-209.93,0.47,0.14
2021-06-30,22.62,1.25,"205,136.33",194.23,"-1,278.17",0.47,0.21
2021-07-01,23.20,2.56,"211,146.70",805.29,744.70,0.47,0.53
2021-07-02,21.81,-5.99,"197,521.63",54.23,-984.92,0.47,0.02
2021-07-05,22.06,1.15,"200,242.61","2,006.44",448.11,0.47,1.08
2021-07-06,22.78,3.26,"208,513.30","2,294.21","1,716.57",0.47,1.29
2021-07-07,22.55,-1.01,"202,630.28","1,161.16","-3,800.76",0.46,1.09
2021-07-08,21.51,-4.61,"192,820.93","1,900.27",-465.07,0.46,0.61
2021-07-09,21.27,-1.12,"192,696.96","2,288.63","2,032.35",0.47,1.41
2021-07-12,21.16,-0.52,"191,966.18","1,176.55",265.97,0.47,0.63
2021-07-13,21.12,-0.19,"189,019.26",458.14,"-2,571.28",0.46,0.33
2021-07-14,20.76,-1.70,"185,277.39","1,296.64",-518.62,0.46,0.74
2021-07-15,21.62,4.14,"194,316.01","1,708.61","1,345.80",0.46,0.84
2021-07-16,21.34,-1.30,"191,671.99",387.69,-128.21,0.46,0.32
2021-07-19,21.21,-0.61,"191,575.46","1,416.86","1,062.39",0.47,1.29
2021-07-20,20.60,-2.88,"184,466.31",312.96,"-1,608.14",0.46,0.19
2021-07-21,20.45,-0.73,"179,893.38",999.19,"-3,219.84",0.45,0.65
2021-07-22,20.38,-0.34,"183,660.12","4,606.51","4,391.66",0.46,2.60
2021-07-23,20.10,-1.37,"180,667.89","1,444.18",-468.74,0.46,0.99
2021-07-26,18.80,-6.47,"168,667.06",652.43,-320.68,0.46,0.24
2021-07-27,17.76,-5.53,"159,288.89","2,306.16",-48.65,0.46,0.94
2021-07-28,17.75,-0.06,"157,714.70","2,765.55","-1,493.74",0.46,1.46
2021-07-29,17.96,1.18,"164,779.04","9,180.84","5,196.15",0.47,5.86
2021-07-30,17.69,-1.50,"159,570.55","5,236.14","-2,729.54",0.46,3.12
2021-08-02,18.01,1.81,"162,903.18","2,725.64",439.06,0.47,1.33
2021-08-03,17.89,-0.67,"164,506.17","3,334.33","2,696.41",0.47,2.07
2021-08-04,17.81,-0.45,"162,158.33","1,309.22","-1,613.09",0.47,1.01
2021-08-05,17.68,-0.73,"161,117.28","1,549.97",143.36,0.47,1.40
2021-08-06,17.86,1.02,"165,274.44","2,872.86","2,497.95",0.48,2.86
2021-08-09,19.06,6.72,"176,946.24","1,539.31",562.55,0.48,0.46
2021-08-10,19.73,3.52,"181,176.71",635.23,"-1,963.71",0.47,0.25
2021-08-11,19.81,0.41,"180,807.04",736.97,"-1,119.32",0.47,0.35
