证券代码,证券名称,华泰借入数量(股),华泰借入期限(天),华泰借入利率,华泰融出数量(股),华泰融出期限(天),华泰融出利率,成交量(股),成交额(元),最新收盘价(元),期间涨跌幅(%),融券余额(万元),融券卖出额(万元),融券偿还额(万元),融券净卖出额(万元),融券余额占流通市值(%),融券卖出额占成交额(%),融券标的纳入日期,证监会行业,Wind行业,申银万国行业,中信证券行业,上市板块,所属省份,所属城市,flag
601328,交通银行,0,,0.02 ,35171200,3-182,0.05 ,0,0,5.57,43.67525689,2343.9674,393759.8221,401453.7137,-7693.8916,0.010721293,1.126334565,,货币金融服务,银行,国有大型银行Ⅱ,国有大型银行Ⅱ,主板,上海,上海市,0
601333,广深铁路,0,,0.02 ,309400,7/14/28,0.05 ,0,0,3.23,28.68525896,70.1233,44938.9974,47238.0406,-2299.0432,0.003840957,0.548606412,,铁路运输业,运输,铁路公路,公路铁路,主板,广东省,深圳市,0
601336,新华保险,0,,0.02 ,90100,3月28日,0.06 ,0,0,42.83,-23.37601013,4029.0181,160210.1163,158988.859,1221.2573,0.045108001,0.399347886,,保险业,保险Ⅱ,保险Ⅱ,保险Ⅱ,主板,北京,北京市,0
601339,百隆东方,0,,0.02 ,184100,3月28日,0.05 ,600,3420,5.65,80.81551564,17.063,1056.5351,1030.9471,25.588,0.002013333,0.019101276,,纺织业,耐用消费品与服装,纺织制造,纺织制造,主板,浙江省,宁波市,0
601360,三六零,0,,0.02 ,2429800,4月28日,0.06 ,90000,999900,10.88,-41.45303055,6591.042,420518.2623,414310.2117,6208.0506,0.084781457,0.474395667,,互联网和相关服务,软件与服务,软件开发,产业互联网,主板,天津,天津市,0
601369,陕鼓动力,55000,14,0.03 ,121400,7/14/28,0.05 ,0,0,8.14,27.15527227,353.3574,29055.6102,27047.8295,2007.7807,0.026097479,0.227666026,,电气机械和器材制造业,资本货物,通用设备,通用设备,主板,陕西省,西安市,1
601375,中原证券,560200,14/28,0.03 ,1843600,3-182,0.08 ,0,0,4.47,-22.59338001,6193.147,100178.1426,92815.9193,7362.2233,0.401880662,0.433220476,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,河南省,郑州市,1
601377,兴业证券,0,,0.02 ,3404900,3-182,0.05 ,30000,204600,6.96,-7.338320626,1839.3095,300015.5505,302411.668,-2396.1175,0.030600856,0.461669188,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,福建省,福州市,0
601388,怡球资源,0,,0.02 ,389000,3月28日,0.06 ,0,0,2.88,30.98679161,193.0464,12163.2187,11893.6134,269.6053,0.030508107,0.066679676,,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,工业金属,主板,江苏省,太仓市,0
601390,中国中铁,0,,0.02 ,823900,7/14/28,0.06 ,0,0,7.59,49.26264216,1282.5066,218026.7386,217136.3793,890.3593,0.008297831,0.401703461,,土木工程建筑业,资本货物,基础建设,建筑施工,主板,北京,北京市,0
601398,工商银行,0,,0.02 ,17737200,3-182,0.04 ,0,0,4.61,10.31207622,2489.9532,306402.9026,305822.6863,580.2163,0.002003322,0.395488197,,货币金融服务,银行,国有大型银行Ⅱ,国有大型银行Ⅱ,主板,北京,北京市,0
601399,国机重装,0,,0.02 ,593500,3月28日,0.05 ,0,0,3.17,-38.32684825,260.0259,8490.9274,8237.4889,253.4385,0.011371243,0.14352359,2022/10/24,土木工程建筑业,资本货物,专用设备,专用机械,主板,四川省,德阳市,0
601456,国联证券,0,,0.02 ,1450100,7-182,0.08 ,62600,697990,11.42,-33.13938251,3371.0709,188670.3279,166593.0827,22077.2452,0.123555313,0.402989032,2021/7/12,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,江苏省,无锡市,0
601515,东风股份,0,,0.02 ,304600,3月28日,0.06 ,0,0,4.3,-15.87316872,208.3974,7530.2816,7293.8862,236.3954,0.02629709,0.127964396,,印刷和记录媒介复制业,商业和专业服务,包装印刷,包装印刷,主板,广东省,汕头市,0
601519,大智慧,1317000,14/28,0.03 ,112600,7/14/28,0.08 ,3300,27720,8.45,-19.98106061,1204.8264,22631.5518,21593.1254,1038.4264,0.071153977,0.126804536,,其他金融业,多元金融,软件开发,产业互联网,主板,上海,上海市,1
601555,东吴证券,0,,0.02 ,5327400,3-42,0.05 ,0,0,8.9,-4.046624578,6526.5952,180249.974,179535.9503,714.0237,0.146445315,0.656801677,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,江苏省,苏州市,0
601566,九牧王,0,,0.02 ,94800,7/14/28,0.06 ,0,0,10.4,21.68421524,18.616,1327.9293,1340.6608,-12.7315,0.003115009,0.040350891,,纺织服装、服饰业,耐用消费品与服装,服装家纺,品牌服饰,主板,福建省,晋江市,0
601567,三星医疗,0,,0.02 ,211900,3月28日,0.05 ,0,0,15.11,117.6814948,254.8392,22859.1383,22660.9441,198.1942,0.012090787,0.155533292,,仪器仪表制造业,资本货物,电网设备,电气设备,主板,浙江省,宁波市,0
601568,北元集团,0,,0.02 ,523000,7-42,0.04 ,47200,249688,5.29,-53.38389015,1330.4181,6991.8553,5610.7229,1381.1324,0.098789728,0.121933147,2022/10/24,化学原料和化学制品制造业,材料Ⅱ,化学原料,化学原料,主板,陕西省,神木市,0
601577,长沙银行,0,,0.02 ,25387900,3-182,0.04 ,0,0,8.27,2.343630311,4652.6582,53902.6613,48604.0644,5298.5969,0.272099507,0.58619782,,货币金融服务,银行,城商行Ⅱ,区域性银行,主板,湖南省,长沙市,0
601579,会稽山,1500,14/28,0.03 ,99900,7/14/28,0.06 ,0,0,11.67,38.01966451,101.529,10289.4375,10247.9209,41.5166,0.018145285,0.078612445,2022/10/24,酒、饮料和精制茶制造业,食品、饮料与烟草,非白酒,酒类,主板,浙江省,绍兴市,1
601588,北辰实业,0,,0.02 ,411400,7/14/28,0.07 ,0,0,2.38,-13.51695068,54.6289,5596.5573,5474.0153,122.542,0.008629067,0.131332734,,房地产业,房地产Ⅱ,房地产开发,房地产开发和运营,主板,北京,北京市,0
601598,中国外运,0,,0.02 ,818200,7-42,0.04 ,0,0,4.9,61.46475645,661.3153,32902.248,33355.1804,-452.9324,0.025678166,0.259666827,,装卸搬运和运输代理业,运输,物流,航运港口,主板,北京,北京市,0
601600,中国铝业,0,,0.02 ,1733000,3月28日,0.06 ,0,0,5.92,84.01368803,1612.2498,306956.9473,304735.7061,2221.2412,0.020823121,0.376343137,,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,工业金属,主板,北京,北京市,0
601601,中国太保,0,,0.02 ,1893000,3-182,0.04 ,0,0,28.52,1.134776988,3165.72,402497.1454,486193.5745,-83696.4291,0.016216118,0.556159328,,保险业,保险Ⅱ,保险Ⅱ,保险Ⅱ,主板,上海,上海市,0
601606,长城军工,1583400,7/14/28,0.03 ,105500,7/14/28,0.08 ,0,0,14.7,-17.32583089,1798.986,51402.9002,49436.4121,1966.4881,0.168979841,0.34755531,,其他制造业,资本货物,地面兵装Ⅱ,兵器兵装Ⅱ,主板,安徽省,合肥市,1
601607,上海医药,0,,0.02 ,604100,3-182,0.05 ,0,0,19.25,-4.598390563,674.52,137369.975,135027.5607,2342.4143,0.018141185,0.537046778,,零售业,医疗保健设备与服务,医药商业,化学制药,主板,上海,上海市,0
601608,中信重工,0,,0.03 ,45561400,3-182,0.05 ,0,0,3.88,-1.524458658,380.046,104823.0565,104505.8652,317.1913,0.022572145,1.043989238,,专用设备制造业,资本货物,专用设备,专用机械,主板,河南省,洛阳市,0
601611,中国核建,0,,0.02 ,151600,7-42,0.05 ,6700,51925,7.75,-11.84975817,712.535,58933.7632,60419.8957,-1486.1325,0.03153609,0.383287658,,土木工程建筑业,资本货物,基础建设,建筑施工,主板,上海,上海市,0
601615,明阳智能,0,,0.02 ,1579400,4月28日,0.06 ,0,0,16.52,11.07718791,1459.542,423950.6448,441444.3697,-17493.7249,0.041891953,0.571486726,,通用设备制造业,资本货物,风电设备,电源设备,主板,广东省,中山市,0
601618,中国中冶,0,,0.02 ,3893200,7/14/28,0.04 ,0,0,3.83,42.11089054,439.7989,185555.217,185430.5516,124.6654,0.006432109,0.462088469,,土木工程建筑业,资本货物,专业工程,建筑施工,主板,北京,北京市,0
601619,嘉泽新能,340000,14/28,0.03 ,245000,7/14/28,0.06 ,0,0,4.12,24.41804828,603.1676,3920.8048,3311.94,608.8648,0.060481032,0.034839927,2022/10/24,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,宁夏回族自治区,吴忠市,1
601628,中国人寿,20000,7,0.03 ,5900,7/14/28,0.06 ,0,0,36.11,-13.02700421,2973.6549,234815.2333,239101.0791,-4285.8458,0.003954656,0.56502425,,保险业,保险Ⅱ,保险Ⅱ,保险Ⅱ,主板,北京,北京市,1
601633,长城汽车,0,,0.02 ,475000,3月28日,0.06 ,31500,803880,25.89,94.21876551,7437.1614,882420.0271,881603.9184,816.1087,0.046592837,1.064491141,,汽车制造业,汽车与汽车零部件,乘用车,乘用车Ⅱ,主板,河北省,保定市,0
601636,旗滨集团,0,,0.02 ,666400,7-42,0.05 ,100,832,8.38,3.418744861,812.3949,196158.6879,192231.6785,3927.0094,0.03612613,0.378095418,,非金属矿物制品业,材料Ⅱ,玻璃玻纤,结构材料,主板,湖南省,醴陵市,0
601658,邮储银行,1200,14,0.03 ,5906000,7/14/28,0.05 ,0,0,4.89,20.32872234,856.6791,50188.8489,49486.6542,702.1947,0.002610008,0.09961658,,货币金融服务,银行,国有大型银行Ⅱ,国有大型银行Ⅱ,主板,北京,北京市,1
601665,齐鲁银行,0,,0.02 ,46015000,3-182,0.04 ,0,0,4.1,-40.55021244,448.1538,5618.5627,5176.0795,442.4832,0.047119325,0.058269914,2022/10/24,货币金融服务,银行,城商行Ⅱ,区域性银行,主板,山东省,济南市,0
601666,平煤股份,0,,0.02 ,515500,7-42,0.04 ,0,0,7.73,48.47344133,851.8097,159343.6162,159906.6902,-563.074,0.047878089,0.53850402,,煤炭开采和洗选业,能源Ⅱ,煤炭开采,煤炭开采洗选,主板,河南省,平顶山市,0
601668,中国建筑,0,,0.02 ,4077100,3月28日,0.04 ,0,0,5.85,29.2308473,1543.7559,251116.0199,251583.1898,-467.1699,0.006386433,0.272231235,,土木工程建筑业,资本货物,房屋建设Ⅱ,建筑施工,主板,北京,北京市,0
601669,中国电建,0,,0.02 ,3470200,7-182,0.06 ,0,0,5.6,42.18340442,1417.752,576666.8659,565449.6599,11217.206,0.019368053,0.705577908,,土木工程建筑业,资本货物,基础建设,建筑施工,主板,北京,北京市,0
601677,明泰铝业,775200,7/14/28,0.03 ,1400,7/14/28,0.06 ,0,0,14.1,78.9365708,2321.6708,32798.2879,30268.6488,2529.6391,0.169781294,0.131069267,2022/10/24,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,工业金属,主板,河南省,巩义市,1
601678,滨化股份,0,,0.02 ,335300,7/14/28,0.04 ,0,0,4.62,-3.703190363,388.408,58213.4458,60284.0547,-2070.6089,0.040850104,0.24439456,,化学原料和化学制品制造业,材料Ⅱ,化学原料,化学原料,主板,山东省,滨州市,0
601689,拓普集团,0,,0.03 ,84700,4月28日,0.06 ,0,0,67.05,72.81803611,2799.3576,328186.1653,333951.4482,-5765.2829,0.037884273,0.706994011,,汽车制造业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,主板,浙江省,宁波市,0
601696,中银证券,800,14,0.03 ,81000,7-42,0.07 ,0,0,11.9,-59.68825028,10566.373,221088.5414,206000.971,15087.5704,0.319629411,0.58028773,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,上海,上海市,1
601698,中国卫通,1900,14,0.03 ,43600,7/14/28,0.06 ,31600,525508,16.52,-29.60896759,1418.2816,75148.0303,75549.2415,-401.2112,0.02032305,0.295585783,,电信、广播电视和卫星传输服务,电信服务Ⅱ,航天装备Ⅱ,航空航天,主板,北京,北京市,1
601699,潞安环能,0,,0.02 ,1362200,7/14/28,0.05 ,400,6096,15.57,202.1172316,5083.7763,429397.8214,427118.4657,2279.3557,0.109149561,1.067782409,,煤炭开采和洗选业,能源Ⅱ,煤炭开采,煤炭开采洗选,主板,山西省,长治市,0
601700,风范股份,0,,0.02 ,196800,7/14/28,0.07 ,0,0,4.99,-14.12046621,204.078,5198.6494,4938.5194,260.13,0.035804345,0.061081218,,金属制品业,资本货物,电网设备,电气设备,主板,江苏省,常熟市,0
601702,华峰铝业,5000,28,0.03 ,89500,7/14/28,0.06 ,17000,248370,14.34,175.7095898,953.61,7181.7663,6171.7509,1010.0154,0.239268881,0.045197984,2022/10/24,有色金属冶炼和压延加工业,材料Ⅱ,工业金属,工业金属,主板,上海,上海市,1
601717,郑煤机,0,,0.02 ,507500,7-42,0.04 ,3000,34200,11.41,64.9357881,627.9071,102741.2076,104994.1793,-2252.9717,0.0360608,0.419936687,,汽车制造业,资本货物,专用设备,专用机械,主板,河南省,郑州市,0
601718,际华集团,0,,0.02 ,1270700,7-42,0.04 ,33400,98864,2.95,-21.3903489,286.1205,26790.8476,27823.6455,-1032.7979,0.022085197,0.301436777,,纺织服装、服饰业,耐用消费品与服装,服装家纺,纺织制造,主板,北京,北京市,0
601727,上海电气,0,,0.02 ,9999600,3-182,0.05 ,0,0,4.52,-19.53065839,345.5088,207487.1659,221959.7997,-14472.6338,0.006040144,1.146053279,,通用设备制造业,资本货物,其他电源设备Ⅱ,电源设备,主板,上海,上海市,0
601728,中国电信,0,,0.02 ,5244000,3月28日,0.05 ,462700,2651271,5.62,0.584294926,1277.2984,325291.7148,324737.1573,554.5575,0.011601448,0.626482756,2022/10/24,电信、广播电视和卫星传输服务,电信服务Ⅱ,通信服务,电信运营Ⅱ,主板,北京,北京市,0
601766,中国中车,0,,0.02 ,657000,3月28日,0.06 ,0,0,6.15,15.35815887,1019.2653,177759.6302,177832.4101,-72.7799,0.006812544,0.51749692,,铁路、船舶、航空航天和其他运输设备制造业,资本货物,轨交设备Ⅱ,运输设备,主板,北京,北京市,0
601777,力帆科技,123500,14,0.03 ,381500,7-182,0.07 ,23700,90534,3.84,-10.48951049,964.2524,39007.1413,36163.3292,2843.8121,0.111580971,0.560360554,2021/7/12,汽车制造业,汽车与汽车零部件,摩托车及其他,摩托车及其他Ⅱ,主板,重庆,重庆市,1
601778,晶科科技,1759000,7月14日,0.03 ,218200,7/14/28,0.05 ,0,0,4.57,-37.87057322,11343.4136,32794.7977,19982.3094,12812.4883,0.857571604,0.152414302,2022/10/24,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,江西省,上饶市,1
601788,光大证券,0,,0.02 ,203700,7/14/28,0.06 ,0,0,17.67,-16.96513415,18585.8785,773316.2027,757094.8807,16221.322,0.269238158,1.0682857,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,上海,上海市,0
601789,宁波建工,199000,14,0.03 ,212600,7/14/28,0.06 ,0,0,4.64,-0.781299385,9.28,3316.0762,3296.3364,19.7398,0.001840267,0.02011168,,土木工程建筑业,资本货物,房屋建设Ⅱ,建筑施工,主板,浙江省,宁波市,1
601799,星宇股份,100,7,0.03 ,78000,7/14/28,0.05 ,35000,4707500,136.51,-14.75262212,4948.351,136597.2617,134940.7073,1656.5544,0.126886985,0.688093708,,汽车制造业,汽车与汽车零部件,汽车零部件,汽车零部件Ⅱ,主板,江苏省,常州市,1
601800,中国交建,0,,0.02 ,340800,3月28日,0.05 ,25900,288267,10.98,43.73102142,3314.078,342869.7833,340566.7325,2303.0508,0.025693585,0.842782964,,土木工程建筑业,资本货物,基础建设,建筑施工,主板,北京,北京市,0
601801,皖新传媒,0,,0.03 ,999900,7/14/28,0.06 ,1000,7750,7.71,42.16935749,187.4301,54088.6574,53274.8348,813.8226,0.012220964,0.876407413,,新闻和出版业,媒体Ⅱ,出版,媒体,主板,安徽省,合肥市,0
601808,中海油服,0,,0.02 ,67200,7/14/28,0.06 ,0,0,15.04,16.03845236,75.5008,60642.806,60651.3109,-8.5049,0.001695678,0.540182197,,开采辅助活动,能源Ⅱ,油服工程,油服工程,主板,天津,天津市,0
601816,京沪高铁,0,,0.02 ,21235900,7/14/28,0.06 ,300,1605,5.37,-12.47467515,530.556,64002.756,63042.3007,960.4553,0.002011954,0.268765083,,铁路运输业,运输,铁路公路,公路铁路,主板,北京,北京市,0
601818,光大银行,0,,0.02 ,52944200,3月28日,0.05 ,0,0,3.06,-5.400651178,518.3334,244091.5464,245377.1844,-1285.638,0.00365011,0.810356989,,货币金融服务,银行,股份制银行Ⅱ,全国性股份制银行Ⅱ,主板,北京,北京市,0
601825,沪农商行,17300,14/28,0.03 ,169600,7/14/28,0.04 ,0,0,5.81,-37.31520411,22.7752,2146.1066,2145.5618,0.5448,0.000848161,0.033114454,2022/10/24,货币金融服务,银行,农商行Ⅱ,区域性银行,主板,上海,上海市,1
601828,美凯龙,0,,0.02 ,330800,7/14/28,0.04 ,28500,139365,4.88,-48.75658044,445.3976,23071.7454,21281.1202,1790.6252,0.02525843,0.345706836,,商务服务业,零售业,一般零售,专业市场经营Ⅱ,主板,上海,上海市,0
601838,成都银行,0,,0.02 ,73200,7/14/28,0.03 ,200,2784,13.86,53.66333048,2742.657,274388.1751,275069.8022,-681.6271,0.051995139,1.059788512,,货币金融服务,银行,城商行Ⅱ,区域性银行,主板,四川省,成都市,0
601857,中国石油,0,,0.02 ,3849300,3-182,0.05 ,2000,15200,7.68,99.2982034,2915.8656,152673.3766,152293.5814,379.7952,0.00234477,0.247526809,,石油和天然气开采业,能源Ⅱ,炼化及贸易,石油开采Ⅱ,主板,北京,北京市,0
601858,中国科传,1400,28,0.03 ,539500,4月28日,0.08 ,2800,76020,26.48,188.1906452,2147.7849,9824.3434,7411.3923,2412.9511,0.102605568,0.068520157,,新闻和出版业,媒体Ⅱ,出版,媒体,主板,北京,北京市,1
601860,紫金银行,0,,0.02 ,123698700,3-182,0.05 ,1062000,2962980,2.81,-29.83393852,1292.72,39337.6152,38684.517,653.0982,0.131148713,0.50792698,,货币金融服务,银行,农商行Ⅱ,区域性银行,主板,江苏省,南京市,0
601865,福莱特,1125300,14,0.03 ,31500,7/14/28,0.06 ,300,9621,32.2,45.81340973,28226.3171,243388.9976,211679.3576,31709.64,0.517556955,0.639229857,,非金属矿物制品业,材料Ⅱ,光伏设备,电源设备,主板,浙江省,嘉兴市,1
601866,中远海发,0,,0.02 ,1524800,3-182,0.04 ,17900,44571,2.47,30.47521725,2400.9388,72370.5553,72056.1675,314.3878,0.118042951,0.408854393,,水上运输业,运输,航运港口,航运港口,主板,上海,上海市,0
601868,中国能建,0,,0.02 ,659700,7/14/28,0.05 ,48000,113760,2.36,-12.30420218,1802.5777,79960.0221,77897.1394,2062.8827,0.053703924,0.186909827,2022/10/24,土木工程建筑业,资本货物,基础建设,建筑施工,主板,北京,北京市,0
601869,长飞光纤,0,,0.02 ,71600,7-42,0.05 ,0,0,32.12,6.052730694,588.1172,48851.0156,48905.4058,-54.3902,0.045060974,0.587734586,,计算机、通信和其他电子设备制造业,技术硬件与设备,通信设备,通信设备,主板,湖北省,武汉市,0
601872,招商轮船,12400,14,0.03 ,163200,7/14/28,0.06 ,0,0,6.28,21.14710882,289.5457,152185.1051,153647.2036,-1462.0985,0.005661596,0.571794468,,水上运输业,运输,航运港口,航运港口,主板,上海,上海市,1
601877,正泰电器,0,,0.02 ,183400,3月28日,0.05 ,0,0,25.75,-14.87572097,581.6925,286710.0959,296825.815,-10115.7191,0.010507106,0.528976643,,电气机械和器材制造业,资本货物,电网设备,电气设备,主板,浙江省,乐清市,0
601878,浙商证券,0,,0.02 ,1363600,4月28日,0.06 ,42500,450925,10.83,-25.99560925,3019.5026,472067.9371,469211.4222,2856.5149,0.071891551,1.04018964,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,浙江省,杭州市,0
601880,辽港股份,0,,0.02 ,227941500,7-182,0.05 ,62200,101386,1.62,-15.84007187,2097.8208,78141.2175,74645.205,3496.0125,0.068776665,0.913708708,,水上运输业,运输,航运港口,航运港口,主板,辽宁省,大连市,0
601881,中国银河,5419800,7-182,0.02 ,5647200,3-182,0.08 ,633800,7687994,12.4,1.863174495,37302.264,281248.9086,235815.3204,45433.5882,0.438452876,0.922532517,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,北京,北京市,1
601882,海天精工,0,,0.02 ,45100,7/14/28,0.06 ,0,0,28.54,112.9331298,136.1244,10156.4743,10017.7269,138.7474,0.009137166,0.121746029,2022/10/24,通用设备制造业,资本货物,通用设备,通用设备,主板,浙江省,宁波市,0
601886,江河集团,0,,0.02 ,163400,3月28日,0.06 ,0,0,8.79,55.21736638,60.1667,18204.2082,18297.0915,-92.8833,0.006041386,0.309766635,,建筑装饰和其他建筑业,资本货物,装修装饰Ⅱ,建筑装修Ⅱ,主板,北京,北京市,0
601888,中国中免,0,,0.02 ,130800,3月28日,0.06 ,1500,173865,114.09,-40.13251294,3418.3075,822796.398,832207.1835,-9410.7855,0.015345391,0.418907535,,商务服务业,消费者服务Ⅱ,旅游零售Ⅱ,旅游及休闲,主板,北京,北京市,0
601890,亚星锚链,0,,0.02 ,346500,3月28日,0.06 ,15000,150300,9.87,46.68487075,185.5708,23784.4388,23715.0421,69.3967,0.019597144,0.119665609,,铁路、船舶、航空航天和其他运输设备制造业,资本货物,航海装备Ⅱ,运输设备,主板,江苏省,靖江市,0
601898,中煤能源,0,,0.02 ,279600,3-182,0.05 ,0,0,8.15,118.0867631,636.0562,136904.6201,135899.6894,1004.9307,0.008527502,0.588786624,,煤炭开采和洗选业,能源Ⅱ,煤炭开采,煤炭开采洗选,主板,北京,北京市,0
601899,紫金矿业,0,,0.02 ,11683500,3月28日,0.06 ,80000,959200,12.08,100.7453679,2970.3077,746369.623,739871.78,6497.843,0.011979674,0.39321779,,有色金属矿采选业,材料Ⅱ,工业金属,贵金属,主板,福建省,龙岩市,0
601900,南方传媒,706400,7/14/28,0.03 ,56000,7/14/28,0.08 ,4200,72744,17.29,105.7925964,7.4347,1319.5692,1578.529,-258.9598,0.000479977,0.014870964,,新闻和出版业,媒体Ⅱ,出版,媒体,主板,广东省,广州市,1
601901,方正证券,0,,0.02 ,58845400,3-182,0.04 ,90000,666900,7.5,-14.61481039,4407.231,299138.7161,300118.0238,-979.3077,0.071382843,1.109309603,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,湖南省,长沙市,0
601908,京运通,0,,0.02 ,281600,3月28日,0.06 ,4000,20080,5.02,4.861102452,1360.4476,189022.9134,186897.1713,2125.7421,0.112236054,0.50179427,,专用设备制造业,半导体与半导体生产设备,电力,电源设备,主板,北京,北京市,0
601916,浙商银行,0,,0.02 ,450000000,3-182,0.04 ,0,0,2.65,-24.7709001,409.584,132608.6805,131420.4423,1188.2382,0.00717401,1.211485101,2021/7/12,货币金融服务,银行,股份制银行Ⅱ,全国性股份制银行Ⅱ,主板,浙江省,杭州市,0
601918,新集能源,0,,0.02 ,792200,7/14/28,0.05 ,23900,100619,4.22,64.2065411,169.7613,61152.9251,60661.376,491.5491,0.015528719,0.32558099,,煤炭开采和洗选业,能源Ⅱ,煤炭开采,煤炭开采洗选,主板,安徽省,淮南市,0
601919,中远海控,0,,0.02 ,1061100,3月28日,0.05 ,0,0,9.57,246.0294528,949.6378,1166821.125,1175797.077,-8975.952,0.007743038,0.651907773,,水上运输业,运输,航运港口,航运港口,主板,天津,天津市,0
601928,凤凰传媒,0,,0.02 ,341900,3-42,0.04 ,0,0,10.03,68.73717184,753.3774,53747.2808,54413.1492,-665.8684,0.029514874,0.619209044,,新闻和出版业,媒体Ⅱ,出版,媒体,主板,江苏省,南京市,0
601929,吉视传媒,400,14,0.03 ,767200,7/14/28,0.06 ,198400,384896,1.92,-16.15720524,328.7165,78759.8511,77032.8257,1727.0254,0.051860376,0.984622387,,电信、广播电视和卫星传输服务,媒体Ⅱ,电视广播Ⅱ,媒体,主板,吉林省,长春市,1
601933,永辉超市,0,,0.02 ,8189000,3-182,0.07 ,2600,8762,3.36,-61.80553957,318.4759,71234.6984,69484.7185,1749.9799,0.01044453,0.332821262,,零售业,食品与主要用品零售Ⅱ,一般零售,一般零售,主板,福建省,福州市,0
601939,建设银行,0,,0.02 ,55858500,3-182,0.04 ,300,1782,5.96,14.83583441,9769.3793,141896.8736,135087.7563,6809.1173,0.170858464,0.338828188,,货币金融服务,银行,国有大型银行Ⅱ,国有大型银行Ⅱ,主板,北京,北京市,0
601949,中国出版,431300,7月14日,0.03 ,102000,7/14/28,0.08 ,0,0,9.66,78.81109845,656.34,8903.2761,8225.9891,677.287,0.037280713,0.066726206,,新闻和出版业,媒体Ⅱ,出版,媒体,主板,北京,北京市,1
601952,苏垦农发,4900,14,0.03 ,89300,7/14/28,0.05 ,1400,16940,12.08,-17.23666966,485.5218,40812.2992,40571.9234,240.3758,0.029167055,0.222736485,,农副食品加工业,食品、饮料与烟草,种植业,种植业,主板,江苏省,南京市,1
601958,金钼股份,0,,0.02 ,30201000,3-182,0.04 ,0,0,11.48,93.34380147,1070.9508,93182.1258,95904.0945,-2721.9687,0.028912251,0.494381987,,有色金属矿采选业,材料Ⅱ,小金属,稀有金属,主板,陕西省,西安市,0
601965,中国汽研,0,,0.02 ,96900,3月28日,0.05 ,0,0,20.96,81.81400334,654.8156,35802.2547,35315.9255,486.3292,0.031800126,0.412612383,,专业技术服务业,汽车与汽车零部件,汽车服务,商用车,主板,重庆,重庆市,0
601966,玲珑轮胎,14200,14,0.03 ,72800,7-42,0.06 ,1800,39096,21.78,-13.15654931,3317.8323,104907.2927,108206.4723,-3299.1796,0.10338076,0.398432561,,橡胶和塑料制品业,汽车与汽车零部件,汽车零部件,橡胶及制品,主板,山东省,招远市,1
601969,海南矿业,0,,0.02 ,362000,7-42,0.04 ,0,0,6.59,-1.679588508,257.7099,39706.177,39379.6925,326.4845,0.019296868,0.235901079,,黑色金属矿采选业,材料Ⅱ,冶钢原料,其他钢铁,主板,海南省,昌江黎族自治县,0
601975,招商南油,5258900,7月14日,0.03 ,303000,7/14/28,0.07 ,181400,616760,3.5,16.66666667,1445.1987,41709.9308,42802.5864,-1092.6556,0.08508805,0.143138003,,水上运输业,运输,航运港口,航运港口,主板,江苏省,南京市,1
601985,中国核电,0,,0.02 ,3358500,4月28日,0.06 ,0,0,7.23,71.69644271,1909.8768,201390.8984,198124.1146,3266.7838,0.013989092,0.406640575,,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,北京,北京市,0
601988,中国银行,40000,7,0.03 ,2218200,7/14/28,0.05 ,0,0,3.78,37.46840408,5741.2749,1015843.642,1006804.915,9038.7274,0.007206377,2.766112051,,货币金融服务,银行,国有大型银行Ⅱ,国有大型银行Ⅱ,主板,北京,北京市,1
601989,中国重工,0,,0.02 ,100211600,3月28日,0.06 ,0,0,4.36,-13.66336634,999.2959,260327.053,263421.9842,-3094.9312,0.01037848,0.870240248,,铁路、船舶、航空航天和其他运输设备制造业,资本货物,航海装备Ⅱ,其他军工Ⅱ,主板,北京,北京市,0
601990,南京证券,0,,0.02 ,110436400,3-182,0.04 ,0,0,8.77,-41.35204725,5097.7247,492585.0236,432930.0976,59654.926,0.160574487,1.812779635,,资本市场服务,多元金融,证券Ⅱ,证券Ⅱ,主板,江苏省,南京市,0
601991,大唐发电,0,,0.02 ,1053000,7-42,0.04 ,105900,309228,2.94,18.20522413,980.7599,91065.3507,91164.468,-99.1173,0.026911052,0.546607438,,电力、热力生产和供应业,公用事业Ⅱ,电力,发电及电网,主板,北京,北京市,0
601992,金隅集团,0,,0.02 ,1598300,7-42,0.04 ,169000,395460,2.32,-22.21848365,2334.4497,37661.4398,35208.0188,2453.421,0.120735446,0.665298644,,非金属矿物制品业,材料Ⅱ,水泥,结构材料,主板,北京,北京市,0
